2021-12-22 00:02:25.832> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0097 29136-CZ000 2021-12-10
2021-12-22 00:13:30.913> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:14:28.494> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0089 29136-CZ000 2021-12-10
2021-12-22 00:14:29.617> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1194 29135-N7000 2021-12-20
2021-12-22 00:14:30.772> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1371 29134-N7000 2021-12-16
2021-12-22 00:15:03.221> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0765 29150-CZ000 2021-12-20
2021-12-22 00:15:05.623> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:15:06.934> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:16:04.188> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0340 29135-N7600 2021-12-15
2021-12-22 00:16:06.481> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA76 0019 29150-N7600 2021-12-15
2021-12-22 00:16:48.540> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0090 29136-CZ000 2021-12-10
2021-12-22 00:16:49.382> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1185 29135-N7000 2021-12-20
2021-12-22 00:16:50.225> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1375 29134-N7000 2021-12-16
2021-12-22 00:16:55.997> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0761 29150-CZ000 2021-12-20
2021-12-22 00:16:58.509> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:17:00.833> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:17:32.050> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2021-12-22 00:17:32.892> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2021-12-22 00:17:39.507> BarcodeResult: OK, MSG: COMPLETE , BARCODE: DDOR;202112192221020032;29135-DD010
2021-12-22 00:17:42.096> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211005IH31A0004048CHL03
2021-12-22 00:18:20.271> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0106 29136-CZ000 2021-12-10
2021-12-22 00:18:21.285> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1191 29135-N7000 2021-12-20
2021-12-22 00:18:22.783> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1356 29134-N7000 2021-12-16
2021-12-22 00:18:30.879> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0763 29150-CZ000 2021-12-20
2021-12-22 00:18:32.798> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:18:35.107> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:19:53.515> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0217 29136-N70002021-12-14 
2021-12-22 00:19:54.654> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1177 29135-N7000 2021-12-20
2021-12-22 00:19:56.152> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1379 29134-N7000 2021-12-16
2021-12-22 00:20:01.596> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0317 29150-N7000 2021-12-13
2021-12-22 00:20:03.328> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:20:05.512> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:20:47.524> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0122 29136-CZ000 2021-12-10
2021-12-22 00:20:48.725> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1200 29135-N7000 2021-12-20
2021-12-22 00:20:49.443> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1381 29134-N7000 2021-12-16
2021-12-22 00:20:55.043> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0764 29150-CZ000 2021-12-20
2021-12-22 00:20:57.259> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:20:58.834> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:21:37.258> BarcodeResult: NG, MSG: BACODE DATA ERROR , BARCODE: CZL0 0131 29136-CZ000 2021-12-10
2021-12-22 00:21:38.132> BarcodeResult: NG, MSG: BACODE DATA ERROR , BARCODE: N70 1198 29135-N7000 2021-12-20
2021-12-22 00:21:39.306> BarcodeResult: NG, MSG: BACODE DATA ERROR , BARCODE: NR70 1364 29134-N7000 2021-12-16
2021-12-22 00:21:50.960> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0221 29136-N70002021-12-14 
2021-12-22 00:21:53.020> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1198 29135-N7000 2021-12-20
2021-12-22 00:21:53.940> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1364 29134-N7000 2021-12-16
2021-12-22 00:22:01.116> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0314 29150-N7000 2021-12-13
2021-12-22 00:22:07.809> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:22:10.165> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:22:56.436> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0135 29136-CZ000 2021-12-10
2021-12-22 00:22:57.793> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1192 29135-N7000 2021-12-20
2021-12-22 00:22:59.509> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1380 29134-N7000 2021-12-16
2021-12-22 00:23:06.420> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0760 29150-CZ000 2021-12-20
2021-12-22 00:23:08.823> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:23:10.289> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:23:31.786> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2021-12-22 00:23:32.520> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2021-12-22 00:23:50.257> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211005IH31A0004140CHL03
2021-12-22 00:24:28.915> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0103 29136-CZ000 2021-12-10
2021-12-22 00:24:29.742> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1186 29135-N7000 2021-12-20
2021-12-22 00:24:31.162> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1361 29134-N7000 2021-12-16
2021-12-22 00:24:37.574> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0773 29150-CZ000 2021-12-20
2021-12-22 00:24:39.742> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:24:40.881> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:25:26.606> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0243 29135-N7600 2021-12-15
2021-12-22 00:25:30.257> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA76 0017 29150-N7600 2021-12-15
2021-12-22 00:25:32.222> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:25:33.642> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:26:16.185> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0131 29136-CZ000 2021-12-10
2021-12-22 00:26:17.479> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1189 29135-N7000 2021-12-20
2021-12-22 00:26:18.977> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1344 29134-N7000 2021-12-16
2021-12-22 00:26:24.749> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0774 29150-CZ000 2021-12-20
2021-12-22 00:26:27.245> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:26:29.492> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:27:06.793> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0244 29135-N7600 2021-12-15
2021-12-22 00:27:10.724> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA76 0018 29150-N7600 2021-12-15
2021-12-22 00:27:49.117> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0134 29136-CZ000 2021-12-10
2021-12-22 00:27:50.708> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1196 29135-N7000 2021-12-20
2021-12-22 00:27:51.472> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1359 29134-N7000 2021-12-16
2021-12-22 00:27:57.135> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0776 29150-CZ000 2021-12-20
2021-12-22 00:27:59.101> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:28:00.614> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:28:26.183> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2021-12-22 00:28:27.042> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2021-12-22 00:28:35.138> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211005IH31A0004049CHL03
2021-12-22 00:29:26.464> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0136 29136-CZ000 2021-12-10
2021-12-22 00:29:27.431> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1015 29135-N7000 2021-12-20
2021-12-22 00:29:28.039> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1342 29134-N7000 2021-12-16
2021-12-22 00:29:34.685> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0775 29150-CZ000 2021-12-20
2021-12-22 00:29:36.916> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:29:39.038> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:30:43.889> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0245 29135-N7600 2021-12-15
2021-12-22 00:30:46.619> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA76 0015 29150-N7600 2021-12-15
2021-12-22 00:31:28.039> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0125 29136-CZ000 2021-12-10
2021-12-22 00:31:29.879> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1010 29135-N7000 2021-12-20
2021-12-22 00:31:30.831> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1350 29134-N7000 2021-12-16
2021-12-22 00:31:37.914> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0778 29150-CZ000 2021-12-20
2021-12-22 00:31:40.269> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:31:41.861> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:32:23.373> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0220 29136-N70002021-12-14 
2021-12-22 00:32:23.998> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1013 29135-N7000 2021-12-20
2021-12-22 00:32:25.230> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1340 29134-N7000 2021-12-16
2021-12-22 00:32:30.706> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0316 29150-N7000 2021-12-13
2021-12-22 00:32:32.859> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:32:34.497> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:33:43.716> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0091 29136-CZ000 2021-12-10
2021-12-22 00:33:45.089> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1020 29135-N7000 2021-12-20
2021-12-22 00:33:46.321> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1341 29134-N7000 2021-12-16
2021-12-22 00:33:51.860> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0777 29150-CZ000 2021-12-20
2021-12-22 00:33:53.763> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:33:54.574> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:34:17.803> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2021-12-22 00:34:19.285> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2021-12-22 00:34:39.519> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211005IH31A0004148CHL03
2021-12-22 00:35:35.572> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0088 29136-CZ000 2021-12-10
2021-12-22 00:35:36.695> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1012 29135-N7000 2021-12-20
2021-12-22 00:35:37.959> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1345 29134-N7000 2021-12-16
2021-12-22 00:35:44.604> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0779 29150-CZ000 2021-12-20
2021-12-22 00:35:47.896> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:35:50.517> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:36:32.966> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0247 29135-N7600 2021-12-15
2021-12-22 00:36:34.666> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA76 0016 29150-N7600 2021-12-15
2021-12-22 00:36:36.601> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:36:38.005> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:37:17.349> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0099 29136-CZ000 2021-12-10
2021-12-22 00:37:17.942> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1011 29135-N7000 2021-12-20
2021-12-22 00:37:20.469> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1335 29134-N7000 2021-12-16
2021-12-22 00:37:30.329> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0781 29150-CZ000 2021-12-20
2021-12-22 00:37:35.227> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:37:36.710> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:38:10.703> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0224 29136-N70002021-12-14 
2021-12-22 00:38:11.577> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1016 29135-N7000 2021-12-20
2021-12-22 00:38:12.903> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1332 29134-N7000 2021-12-16
2021-12-22 00:38:19.112> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0319 29150-N7000 2021-12-13
2021-12-22 00:38:21.374> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:38:23.620> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:39:06.865> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0320 29136-CZ000 2021-12-10
2021-12-22 00:39:08.066> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1008 29135-N7000 2021-12-20
2021-12-22 00:39:08.690> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1331 29134-N7000 2021-12-16
2021-12-22 00:39:14.743> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0780 29150-CZ000 2021-12-20
2021-12-22 00:39:16.709> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:39:18.238> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:39:43.994> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2021-12-22 00:39:45.492> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2021-12-22 00:39:56.396> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211005IH31A0004051CHL03
2021-12-22 00:40:37.239> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0087 29136-CZ000 2021-12-10
2021-12-22 00:40:37.941> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1023 29135-N7000 2021-12-20
2021-12-22 00:40:39.126> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1320 29134-N7000 2021-12-16
2021-12-22 00:40:45.351> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0782 29150-CZ000 2021-12-20
2021-12-22 00:40:47.472> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:40:50.218> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:42:22.542> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0246 29135-N7600 2021-12-15
2021-12-22 00:42:24.960> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA76 0024 29150-N7600 2021-12-15
2021-12-22 00:42:26.848> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:42:28.314> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:43:32.307> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0100 29136-CZ000 2021-12-10
2021-12-22 00:43:33.633> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1027 29135-N7000 2021-12-20
2021-12-22 00:43:34.616> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1286 29134-N7000 2021-12-16
2021-12-22 00:43:40.513> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0783 29150-CZ000 2021-12-20
2021-12-22 00:43:42.900> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:43:45.927> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:44:19.686> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0225 29136-N70002021-12-14 
2021-12-22 00:44:20.544> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1024 29135-N7000 2021-12-20
2021-12-22 00:44:21.215> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1292 29134-N7000 2021-12-16
2021-12-22 00:44:26.737> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0318 29150-N7000 2021-12-13
2021-12-22 00:44:28.688> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:44:29.686> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:45:08.079> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0083 29136-CZ000 2021-12-10
2021-12-22 00:45:09.249> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0997 29135-N7000 2021-12-20
2021-12-22 00:45:10.060> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1296 29134-N7000 2021-12-16
2021-12-22 00:45:18.297> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0784 29150-CZ000 2021-12-20
2021-12-22 00:45:20.107> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:45:20.902> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:45:47.844> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2021-12-22 00:45:48.843> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2021-12-22 00:46:01.074> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211005IH31A0004052CHL03
2021-12-22 00:46:42.633> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0092 29136-CZ000 2021-12-10
2021-12-22 00:46:50.402> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0971 29135-N7000 2021-12-20
2021-12-22 00:46:51.838> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1293 29134-N7000 2021-12-16
2021-12-22 00:46:57.516> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0786 29150-CZ000 2021-12-20
2021-12-22 00:47:04.271> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:47:05.332> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:47:39.996> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0210 29136-N70002021-12-14 
2021-12-22 00:47:40.933> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1017 29135-N7000 2021-12-20
2021-12-22 00:47:41.713> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1285 29134-N7000 2021-12-16
2021-12-22 00:47:47.469> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0320 29150-N7000 2021-12-13
2021-12-22 00:47:49.279> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:47:50.340> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:48:32.929> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0319 29136-CZ000 2021-12-10
2021-12-22 00:48:33.881> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1018 29135-N7000 2021-12-20
2021-12-22 00:48:35.456> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1291 29134-N7000 2021-12-16
2021-12-22 00:48:40.745> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0785 29150-CZ000 2021-12-20
2021-12-22 00:48:43.335> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:48:45.004> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:49:20.932> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0346 29135-N7600 2021-12-15
2021-12-22 00:49:23.100> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA76 0023 29150-N7600 2021-12-15
2021-12-22 00:50:14.067> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0113 29136-CZ000 2021-12-10
2021-12-22 00:50:15.159> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1026 29135-N7000 2021-12-20
2021-12-22 00:50:16.657> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1269 29134-N7000 2021-12-16
2021-12-22 00:50:22.101> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0787 29150-CZ000 2021-12-20
2021-12-22 00:50:24.239> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 1512210003012064971N7000
2021-12-22 00:50:26.969> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2012210004012064981N7000
2021-12-22 00:51:02.819> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2021-12-22 00:51:03.536> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2021-12-22 00:51:12.163> BarcodeResult: OK, MSG: COMPLETE , BARCODE: DDOR;202112192221020029;29135-DD010
2021-12-22 00:51:14.753> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211005IH31A0004147CHL03
2021-12-22 00:51:58.185> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0104 29136-CZ000 2021-12-10
2021-12-22 00:52:01.461> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 1022 29135-N7000 2021-12-20
2021-12-22 00:52:02.241> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 1288 29134-N7000 2021-12-16
